,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
313,326,326,22880,"I have sat in the homes of many people who've gone through what I get through, because the one thing you can give people solace is to know if they know you've been through it, that they can make it.",93,38_2012,4,4,29087,29286,,"{""Premise"": 42, ""O"": 3}",Premise,"I have sat in the homes of many people who've gone through what I get through, because the one thing you can give people solace is to know if they know you've been through it, that they can make it.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,1660.68,1671.0,clip_326
314,327,327,22881,So I don't doubt his personal commitment to individuals.,93,38_2012,5,5,29286,29343,,"{""O"": 2, ""Claim"": 9}",Claim,So I don't doubt his personal commitment to individuals.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,1671.0,1675.88,clip_327
315,328,328,22882,But you know what?,93,38_2012,6,6,29343,29362,,"{""O"": 5}",O,But you know what?,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,1675.88,1677.12,clip_328
316,329,329,22883,I know he had no commitment to the automobile industry.,93,38_2012,7,7,29362,29418,,"{""O"": 11}",O,I know he had no commitment to the automobile industry.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,1677.12,1680.28,clip_329
317,330,330,22884,"He just -- he said, let it go bankrupt, period.",93,38_2012,8,8,29418,29466,,"{""O"": 13}",O,"He just -- he said, let it go bankrupt, period.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,1680.28,1683.76,clip_330
318,331,331,22885,Let it drop out.,93,38_2012,9,9,29466,29483,,"{""O"": 5}",O,Let it drop out.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,1683.76,1685.08,clip_331
319,332,332,22886,All this talk -- we saved a million jobs.,93,38_2012,10,10,29483,29525,,"{""O"": 5, ""Premise"": 5}",O,All this talk -- we saved a million jobs.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Mixed,1685.08,1687.32,clip_332
320,333,333,22887,Two hundred thousand people are working today.,93,38_2012,11,11,29525,29572,,"{""Premise"": 7, ""O"": 1}",Premise,Two hundred thousand people are working today.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,1687.32,1690.24,clip_333
321,334,334,22888,And I've never met two guys who're more down on America across the board.,93,38_2012,12,12,29573,29647,,"{""O"": 2, ""Premise"": 15}",Premise,And I've never met two guys who're more down on America across the board.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,1690.24,1693.96,clip_334
322,335,335,22889,We're told everything's going bad.,93,38_2012,13,13,29647,29682,,"{""O"": 8}",O,We're told everything's going bad.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,1693.96,1695.6,clip_335
323,336,336,22890,"There are 5.2 million new jobs, private-sector jobs.",93,38_2012,14,14,29682,29735,,"{""Premise"": 9, ""O"": 1}",Premise,"There are 5.2 million new jobs, private-sector jobs.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,1695.6,1699.8,clip_336
324,337,337,22891,"We need more, but 5.2 million -- if they'd get out of the way, if they'd get out of the way and let us pass the tax cut for the middle class, make it permanent, if they get out of the way and pass the -- pass the jobs bill, if they get out of the way and let us allow 14 million people who are struggling to stay in their homes because their mortgages are upside down, but they never missed a mortgage payment, just get out of the way.",93,38_2012,15,15,29735,30171,,"{""O"": 101}",O,"We need more, but 5.2 million -- if they'd get out of the way, if they'd get out of the way and let us pass the tax cut for the middle class, make it permanent, if they get out of the way and pass the -- pass the jobs bill, if they get out of the way and let us allow 14 million people who are struggling to stay in their homes because their mortgages are upside down, but they never missed a mortgage payment, just get out of the way.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,1699.8,1721.12,clip_337
325,338,338,22892,Stop talking about how you care about people.,93,38_2012,16,16,30172,30218,,"{""O"": 9}",O,Stop talking about how you care about people.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,1721.12,1723.84,clip_338
326,339,339,22893,Show me something.,93,38_2012,17,17,30218,30237,,"{""O"": 4}",O,Show me something.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,1723.84,1725.0,clip_339
327,340,340,22894,Show me a policy.,93,38_2012,18,18,30237,30255,,"{""O"": 5}",O,Show me a policy.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,1725.0,1726.88,clip_340
328,341,341,22895,Show me a policy where you take responsibility.,93,38_2012,19,19,30255,30303,,"{""O"": 9}",O,Show me a policy where you take responsibility.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,1726.88,1730.48,clip_341
329,342,342,22896,"And, by the way, they talk about this Great Recession if it fell out of the sky, like, ""Oh, my goodness, where did it come from?""",93,38_2012,20,20,30304,30434,,"{""O"": 6, ""Premise"": 29}",Premise,"And, by the way, they talk about this Great Recession if it fell out of the sky, like, ""Oh, my goodness, where did it come from?""",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,1730.48,1736.6,clip_342
330,343,343,22897,"It came from this man voting to put two wars on a credit card, to at the same time put a prescription drug benefit on the credit card, a trillion-dollar tax cut for the very wealthy.",93,38_2012,21,21,30434,30617,,"{""Claim"": 37, ""O"": 2}",Claim,"It came from this man voting to put two wars on a credit card, to at the same time put a prescription drug benefit on the credit card, a trillion-dollar tax cut for the very wealthy.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,1736.6,1748.16,clip_343
331,344,344,22898,I was there.,93,38_2012,22,22,30617,30630,,"{""Premise"": 3, ""O"": 1}",Premise,I was there.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,1748.16,1749.04,clip_344
332,345,345,22899,I voted against them.,93,38_2012,23,23,30630,30652,,"{""Premise"": 4, ""O"": 1}",Premise,I voted against them.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,1749.04,1750.0,clip_345
333,346,346,22900,"I said, no, we can't afford that.",93,38_2012,24,24,30652,30686,,"{""Premise"": 10, ""O"": 1}",Premise,"I said, no, we can't afford that.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,1750.0,1751.84,clip_346
334,347,347,22901,"And now, all of a sudden, these guys are so seized with the concern about the debt that they created.",93,38_2012,25,25,30687,30789,,"{""O"": 2, ""Premise"": 21}",Premise,"And now, all of a sudden, these guys are so seized with the concern about the debt that they created.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,1751.84,1757.96,clip_347
335,348,348,22902,RYAN: Let's not forget that they came in with one-party control.,95,38_2012,0,0,30819,30884,,"{""O"": 8, ""Claim"": 6}",O, Let's not forget that they came in with one-party control.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Mixed,1759.04,1764.4,clip_348
336,349,349,22903,"When Barack Obama was elected, his party controlled everything.",95,38_2012,1,1,30884,30948,,"{""Premise"": 10, ""O"": 1}",Premise,"When Barack Obama was elected, his party controlled everything.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,1764.4,1768.44,clip_349
337,350,350,22904,They had the ability to do everything of their choosing.,95,38_2012,2,2,30948,31005,,"{""Premise"": 10, ""O"": 1}",Premise,They had the ability to do everything of their choosing.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,1768.44,1770.32,clip_350
338,351,351,22905,And look at where we are right now.,95,38_2012,3,3,31005,31041,,"{""O"": 2, ""Premise"": 7}",Premise,And look at where we are right now.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,1770.32,1771.6,clip_351
339,352,352,22906,They passed the stimulus.,95,38_2012,4,4,31041,31067,,"{""Premise"": 4, ""O"": 1}",Premise,They passed the stimulus.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,1771.6,1774.32,clip_352
340,353,353,22907,"The idea that we could borrow $831 billion, spend it on all of these special interest groups, and that it would work out just fine, that unemployment would never get to 8 percent -- it went up above 8 percent for 43 months.",95,38_2012,5,5,31067,31291,,"{""Premise"": 47, ""O"": 1}",Premise,"The idea that we could borrow $831 billion, spend it on all of these special interest groups, and that it would work out just fine, that unemployment would never get to 8 percent -- it went up above 8 percent for 43 months.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,1774.32,1785.2,clip_353
341,354,354,22908,"They said that, right now, if we just passed this stimulus, the economy would grow at 4 percent.",95,38_2012,6,6,31291,31388,,"{""Premise"": 21, ""O"": 1}",Premise,"They said that, right now, if we just passed this stimulus, the economy would grow at 4 percent.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,1785.2,1789.64,clip_354
342,355,355,22909,It's growing at 1.3.,95,38_2012,7,7,31388,31409,,"{""Premise"": 6}",Premise,It's growing at 1.3.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,1789.64,1791.08,clip_355
343,356,356,22910,"RYAN: That's what our entire premise of our pro-growth plan for a stronger middle class is all about: getting the economy growing at 4 percent, creating 12 million jobs over the next four years.",97,38_2012,0,0,31460,31655,,"{""O"": 23, ""Claim"": 16}",O," That's what our entire premise of our pro-growth plan for a stronger middle class is all about: getting the economy growing at 4 percent, creating 12 million jobs over the next four years.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Mixed,1793.36,1802.68,clip_356
344,357,357,22911,Look at just the $90 billion in stimulus.,97,38_2012,1,1,31655,31697,,"{""Premise"": 9, ""O"": 1}",Premise,Look at just the $90 billion in stimulus.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,1802.68,1805.4,clip_357
345,358,358,22912,The vice president was in charge of overseeing this.,97,38_2012,2,2,31697,31750,,"{""Premise"": 9, ""O"": 1}",Premise,The vice president was in charge of overseeing this.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,1805.4,1807.56,clip_358
346,359,359,22913,$90 billion in green pork to campaign contributors and special interest groups.,97,38_2012,3,3,31750,31830,,"{""Claim"": 13, ""O"": 1}",Claim,$90 billion in green pork to campaign contributors and special interest groups.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,1807.56,1812.96,clip_359
347,360,360,22914,There are just at the Department of Energy over 100 criminal investigations that have been launched into just how stimulus...  (CROSSTALK),97,38_2012,4,4,31830,31969,,"{""O"": 24}",O,There are just at the Department of Energy over 100 criminal investigations that have been launched into just how stimulus...  (CROSSTALK),RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,1812.96,1819.52,clip_360
348,362,362,22916,"BIDEN: Martha, look.",100,38_2012,0,0,32019,32040,,"{""O"": 6}",O," Martha, look.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,1820.88,1822.24,clip_362
349,363,363,22917,His colleague...,100,38_2012,1,1,32040,32057,,"{""Premise"": 2, ""O"": 1}",Premise,His colleague...,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,1822.24,1823.12,clip_363
350,364,364,22918,RYAN: Crony capitalism and corporate welfare.,101,38_2012,0,0,32058,32104,,"{""O"": 8}",O, Crony capitalism and corporate welfare.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,1823.12,1824.48,clip_364
351,365,365,22919,"BIDEN: ... runs an investigative committee, spent months and months and months going into this.",102,38_2012,0,0,32105,32201,,"{""O"": 4, ""Premise"": 14}",Premise," ... runs an investigative committee, spent months and months and months going into this.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,1824.48,1828.12,clip_365
352,366,366,22920,RYAN: This is the -- this is the inspector general.,103,38_2012,0,0,32202,32254,,"{""O"": 12}",O, This is the -- this is the inspector general.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,1828.12,1829.04,clip_366
353,367,367,22921,BIDEN: Months and months.,104,38_2012,0,0,32255,32281,,"{""O"": 3, ""Premise"": 3}",O, Months and months.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Mixed,1829.04,1830.12,clip_367
354,368,368,22922,They found no evidence of cronyism.,104,38_2012,1,1,32281,32317,,"{""Premise"": 6, ""O"": 1}",Premise,They found no evidence of cronyism.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,1830.12,1832.96,clip_368
355,369,369,22923,And I love my friend here.,104,38_2012,2,2,32317,32344,,"{""O"": 7}",O,And I love my friend here.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,1832.96,1835.0,clip_369
356,370,370,22924,"I -- I'm not allowed to show letters but go on our website, he sent me two letters saying, ""By the way, can you send me some stimulus money for companies here in the state of Wisconsin?""",104,38_2012,3,3,32344,32531,,"{""O"": 15, ""Premise"": 29}",Premise,"I -- I'm not allowed to show letters but go on our website, he sent me two letters saying, ""By the way, can you send me some stimulus money for companies here in the state of Wisconsin?""",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,1835.0,1846.04,clip_370
357,371,371,22925,We sent millions of dollars.,104,38_2012,4,4,32531,32560,,"{""Premise"": 5, ""O"": 1}",Premise,We sent millions of dollars.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,1846.04,1847.6,clip_371
358,372,372,22926,You know...  (CROSSTALK),104,38_2012,5,5,32560,32585,,"{""O"": 6}",O,You know...  (CROSSTALK),BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,1847.6,1847.92,clip_372
359,373,373,22927,BIDEN: Sure he did.,106,38_2012,0,0,32638,32658,,"{""O"": 3, ""Claim"": 3}",O, Sure he did.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Mixed,1849.68,1850.68,clip_373
360,374,374,22928,By the way...,106,38_2012,1,1,32658,32672,,"{""O"": 4}",O,By the way...,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,1850.68,1851.2,clip_374
361,375,375,22929,RYAN: On two occasions we -- we -- we advocated for constituents who were applying for grants.,107,38_2012,0,0,32673,32768,,"{""O"": 3, ""Premise"": 16}",Premise, On two occasions we -- we -- we advocated for constituents who were applying for grants.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,1851.2,1855.52,clip_375
362,376,376,22930,That's what we do.,107,38_2012,1,1,32768,32787,,"{""O"": 6}",O,That's what we do.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,1855.52,1856.52,clip_376
363,377,377,22931,We do that for all constituents who are...,107,38_2012,2,2,32787,32830,,"{""O"": 9}",O,We do that for all constituents who are...,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,1856.52,1858.64,clip_377
364,378,378,22932,"RYAN: Was it a good idea to spend taxpayer dollars on electric cars in Finland, or on windmills in China?",109,38_2012,0,0,33439,33545,,"{""O"": 23}",O," Was it a good idea to spend taxpayer dollars on electric cars in Finland, or on windmills in China?",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,1893.48,1900.48,clip_378
365,380,380,22934,RYAN: Was it a good idea to borrow all this money from countries like China and spend it on all these various different interest groups?,111,38_2012,0,0,33562,33699,,"{""O"": 27}",O, Was it a good idea to borrow all this money from countries like China and spend it on all these various different interest groups?,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,1901.0,1907.16,clip_380
366,381,381,22935,BIDEN: Let me tell you what was a good idea.,112,38_2012,0,0,33700,33745,,"{""O"": 12}",O, Let me tell you what was a good idea.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,1907.16,1908.36,clip_381
367,382,382,22936,"It was a good idea, Moody's and others said that this was exactly what we needed to stop this from going off the cliff.",112,38_2012,1,1,33745,33865,,"{""Claim"": 5, ""O"": 2, ""Premise"": 20}",Premise,"It was a good idea, Moody's and others said that this was exactly what we needed to stop this from going off the cliff.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Mixed,1908.36,1914.16,clip_382
368,383,383,22937,It set the conditions to be able to grow again.,112,38_2012,2,2,33865,33913,,"{""Premise"": 10, ""O"": 1}",Premise,It set the conditions to be able to grow again.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,1914.16,1916.6,clip_383
369,384,384,22938,"We have, in fact, 4 percent of those green jobs didn't go under -- went under, didn't work.",112,38_2012,3,3,33913,34005,,"{""Premise"": 23, ""O"": 1}",Premise,"We have, in fact, 4 percent of those green jobs didn't go under -- went under, didn't work.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,1916.6,1923.0,clip_384
370,385,385,22939,It's a better batting average than investment bankers have.,112,38_2012,4,4,34005,34065,,"{""Claim"": 10, ""O"": 1}",Claim,It's a better batting average than investment bankers have.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,1923.0,1925.2,clip_385
371,386,386,22940,They have about a 40 percent...,112,38_2012,5,5,34065,34097,,"{""Premise"": 6, ""O"": 1}",Premise,They have about a 40 percent...,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,1925.2,1926.68,clip_386
372,387,387,22941,RYAN: Where are the 5 million green jobs that were being...,113,38_2012,0,0,34098,34158,,"{""O"": 13}",O, Where are the 5 million green jobs that were being...,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,1926.68,1929.08,clip_387
373,388,388,22942,"BIDEN: By the way, any letter you send me, I'll entertain.",115,38_2012,0,0,34265,34324,,"{""O"": 16}",O," By the way, any letter you send me, I'll entertain.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,1935.36,1938.04,clip_388
374,389,389,22943,"RYAN: I appreciate that, Joe.",116,38_2012,0,0,34325,34355,,"{""O"": 8}",O," I appreciate that, Joe.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,1938.04,1939.28,clip_389
375,392,392,22946,Medicare and Social Security are going bankrupt.,118,38_2012,1,1,34651,34700,,"{""Premise"": 7, ""O"": 1}",Premise,Medicare and Social Security are going bankrupt.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,1956.44,1958.28,clip_392
376,393,393,22947,These are indisputable facts.,118,38_2012,2,2,34700,34730,,"{""Premise"": 4, ""O"": 1}",Premise,These are indisputable facts.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,1958.28,1959.68,clip_393
377,394,394,22948,"Look, when I look at these programs, we've all had tragedies in our lives.",118,38_2012,3,3,34730,34805,,"{""O"": 10, ""Premise"": 8}",O,"Look, when I look at these programs, we've all had tragedies in our lives.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Mixed,1959.68,1964.24,clip_394
378,395,395,22949,I think about what they've done for my own family.,118,38_2012,4,4,34805,34856,,"{""Premise"": 11, ""O"": 1}",Premise,I think about what they've done for my own family.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,1964.24,1966.6,clip_395
379,396,396,22950,My mom and I had my grandmother move in with us who was facing Alzheimer's.,118,38_2012,5,5,34856,34932,,"{""Premise"": 16, ""O"": 1}",Premise,My mom and I had my grandmother move in with us who was facing Alzheimer's.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,1966.6,1971.56,clip_396
380,397,397,22951,"Medicare was there for here, just like it's there for my mom right now who is a Florida senior.",118,38_2012,6,6,34932,35028,,"{""Premise"": 21, ""O"": 1}",Premise,"Medicare was there for here, just like it's there for my mom right now who is a Florida senior.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,1971.56,1975.44,clip_397
381,398,398,22952,"After my dad died, my mom and I got Social Security survivors benefits, helped me pay for college, it helped her go back to college in her 50s where she started a small business because of the new skills she got.",118,38_2012,7,7,35029,35242,,"{""Premise"": 43, ""O"": 2}",Premise,"After my dad died, my mom and I got Social Security survivors benefits, helped me pay for college, it helped her go back to college in her 50s where she started a small business because of the new skills she got.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,1975.44,1986.44,clip_398
382,399,399,22953,She paid all of her taxes on the promise that these programs would be there for her.,118,38_2012,8,8,35242,35327,,"{""Premise"": 17, ""O"": 1}",Premise,She paid all of her taxes on the promise that these programs would be there for her.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,1986.44,1991.36,clip_399
383,400,400,22954,We will honor this promise.,118,38_2012,9,9,35328,35356,,"{""Claim"": 5, ""O"": 1}",Claim,We will honor this promise.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,1991.36,1993.24,clip_400
384,401,401,22955,And the best way to do it is reform it for my generation.,118,38_2012,10,10,35356,35414,,"{""O"": 2, ""Claim"": 12}",Claim,And the best way to do it is reform it for my generation.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,1993.24,1996.2,clip_401
385,402,402,22956,"You see, if you reform these programs for my generation, people 54 and below, you can guarantee they don't change for people in or near retirement, which is precisely what Mitt Romney and I are proposing.",118,38_2012,11,11,35415,35620,,"{""O"": 6, ""Premise"": 13, ""Claim"": 23}",Claim,"You see, if you reform these programs for my generation, people 54 and below, you can guarantee they don't change for people in or near retirement, which is precisely what Mitt Romney and I are proposing.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Mixed,1996.2,2006.88,clip_402
386,403,403,22957,Look what -- look what Obamacare does.,118,38_2012,12,12,35621,35660,,"{""O"": 8}",O,Look what -- look what Obamacare does.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,2006.88,2009.08,clip_403
387,404,404,22958,Obamacare takes $716 billion from Medicare to spend on Obamacare.,118,38_2012,13,13,35660,35726,,"{""Claim"": 11, ""O"": 1}",Claim,Obamacare takes $716 billion from Medicare to spend on Obamacare.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,2009.08,2015.4,clip_404
388,405,405,22959,Even their own chief actuary at Medicare backs this up.,118,38_2012,14,14,35726,35782,,"{""O"": 2, ""Premise"": 9}",Premise,Even their own chief actuary at Medicare backs this up.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,2015.4,2019.32,clip_405
389,406,406,22960,He says you can't spend the same dollar twice.,118,38_2012,15,15,35782,35829,,"{""Premise"": 10, ""O"": 1}",Premise,He says you can't spend the same dollar twice.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,2019.32,2021.36,clip_406
390,407,407,22961,You can't claim that this money goes to Medicare and Obamacare.,118,38_2012,16,16,35829,35893,,"{""Claim"": 12, ""O"": 1}",Claim,You can't claim that this money goes to Medicare and Obamacare.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,2021.36,2024.88,clip_407
391,408,408,22962,RYAN: And then they put this new Obamacare board in charge of cutting Medicare each and every year in ways that will lead to denied care for current seniors.,119,38_2012,0,0,35895,36053,,"{""O"": 5, ""Premise"": 26}",Premise, And then they put this new Obamacare board in charge of cutting Medicare each and every year in ways that will lead to denied care for current seniors.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,2024.88,2032.6,clip_408
392,409,409,22963,"This board, by the way, it's 15 people, the president's supposed to appoint them next year.",119,38_2012,1,1,36053,36145,,"{""Premise"": 21, ""O"": 1}",Premise,"This board, by the way, it's 15 people, the president's supposed to appoint them next year.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,2032.6,2036.96,clip_409
393,410,410,22964,And not one of them even has to have medical training.,119,38_2012,2,2,36145,36200,,"{""O"": 2, ""Premise"": 10}",Premise,And not one of them even has to have medical training.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,2036.96,2039.8,clip_410
394,411,411,22965,And Social Security?,119,38_2012,3,3,36201,36222,,"{""O"": 4}",O,And Social Security?,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,2039.8,2040.68,clip_411
395,412,412,22966,"If we don't shore up Social Security, when we run out of the IOUs, when the program goes bankrupt, a 25 percent across-the-board benefit cut kicks in on current seniors in the middle of their retirement.",119,38_2012,4,4,36222,36426,,"{""Claim"": 40, ""O"": 1}",Claim,"If we don't shore up Social Security, when we run out of the IOUs, when the program goes bankrupt, a 25 percent across-the-board benefit cut kicks in on current seniors in the middle of their retirement.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,2040.68,2051.36,clip_412
396,413,413,22967,We're going to stop that from happening.,119,38_2012,5,5,36426,36467,,"{""Claim"": 8, ""O"": 1}",Claim,We're going to stop that from happening.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,2051.36,2053.28,clip_413
397,414,414,22968,They haven't put a credible solution on the table.,119,38_2012,6,6,36468,36519,,"{""Claim"": 10, ""O"": 1}",Claim,They haven't put a credible solution on the table.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,2053.28,2056.76,clip_414
398,415,415,22969,He'll tell you about vouchers.,119,38_2012,7,7,36519,36550,,"{""Claim"": 6, ""O"": 1}",Claim,He'll tell you about vouchers.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,2056.76,2059.04,clip_415
399,416,416,22970,He'll say all these things to try and scare people.,119,38_2012,8,8,36550,36602,,"{""Claim"": 11, ""O"": 1}",Claim,He'll say all these things to try and scare people.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,2059.04,2061.64,clip_416
400,417,417,22971,"Here's what we're saying: give younger people, when they become Medicare eligible, guaranteed coverage options that you can't be denied, including traditional Medicare.",119,38_2012,9,9,36602,36771,,"{""Claim"": 30, ""O"": 1}",Claim,"Here's what we're saying: give younger people, when they become Medicare eligible, guaranteed coverage options that you can't be denied, including traditional Medicare.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,2061.64,2071.64,clip_417
401,418,418,22972,"Choose your plan, and then Medicare subsidizes your premiums, not as much for the wealthy people, more coverage for middle-income people, and total out-of-pocket coverage for the poor and the sick.",119,38_2012,10,10,36771,36969,,"{""Claim"": 35, ""O"": 1}",Claim,"Choose your plan, and then Medicare subsidizes your premiums, not as much for the wealthy people, more coverage for middle-income people, and total out-of-pocket coverage for the poor and the sick.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,2071.64,2081.28,clip_418
