,Unnamed: 0,Unnamed: 0.1,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
211,211,6235,And there -- ways that we're offering are not being supported by -- by the Bush administration nor do I believe by John McCain and Governor Palin.,50,34_2008,13,13,28610,28757,,"{""O"": 4, ""Claim"": 25}",Claim,And there -- ways that we're offering are not being supported by -- by the Bush administration nor do I believe by John McCain and Governor Palin.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,1646.2,1655.44,clip_211
212,212,6236,"PALIN: That is not so, but because that's just a quick answer, I want to talk about, again, my record on energy versus your ticket's energy ticket, also.I think that this is important to come back to, with that energy policy plan again that was voted for in '05.",52,34_2008,0,0,28795,29058,,"{""O"": 55, ""Claim"": 4}",O," That is not so, but because that's just a quick answer, I want to talk about, again, my record on energy versus your ticket's energy ticket, also.I think that this is important to come back to, with that energy policy plan again that was voted for in '05.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Mixed,1657.28,1675.16,clip_212
213,213,6237,"When we talk about energy, we have to consider the need to do all that we can to allow this nation to become energy independent.",52,34_2008,1,1,29058,29187,,"{""O"": 7, ""Claim"": 20}",Claim,"When we talk about energy, we have to consider the need to do all that we can to allow this nation to become energy independent.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,1675.16,1683.16,clip_213
214,214,6238,It's a nonsensical position that we are in when we have domestic supplies of energy all over this great land.,52,34_2008,2,2,29187,29297,,"{""Claim"": 9, ""Premise"": 12, ""O"": 1}",Premise,It's a nonsensical position that we are in when we have domestic supplies of energy all over this great land.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Mixed,1683.16,1689.64,clip_214
215,215,6239,"And East Coast politicians who don't allow energy-producing states like Alaska to produce these, to tap into them, and instead we're relying on foreign countries to produce for us.",52,34_2008,3,3,29297,29478,,"{""O"": 4, ""Premise"": 30}",Premise,"And East Coast politicians who don't allow energy-producing states like Alaska to produce these, to tap into them, and instead we're relying on foreign countries to produce for us.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Premise,1689.64,1701.32,clip_215
216,216,6240,"PALIN: We're circulating about $700 billion a year into foreign countries, some who do not like America -- they certainly don't have our best interests at heart -- instead of those dollars circulating here, creating tens of thousands of jobs and allowing domestic supplies of energy to be tapped into and start flowing into these very, very hungry markets.Energy independence is the key to this nation's future, to our economic future, and to our national security.",53,34_2008,0,0,29480,29946,,"{""O"": 12, ""Premise"": 45, ""Claim"": 30}",Premise," We're circulating about $700 billion a year into foreign countries, some who do not like America -- they certainly don't have our best interests at heart -- instead of those dollars circulating here, creating tens of thousands of jobs and allowing domestic supplies of energy to be tapped into and start flowing into these very, very hungry markets.Energy independence is the key to this nation's future, to our economic future, and to our national security.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Mixed,1701.32,1728.52,clip_216
217,217,6241,"So when we talk about energy plans, it's not just about who got a tax break and who didn't.",53,34_2008,1,1,29946,30038,,"{""O"": 2, ""Claim"": 21}",Claim,"So when we talk about energy plans, it's not just about who got a tax break and who didn't.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,1728.52,1734.08,clip_217
218,218,6242,"And we're not giving oil companies tax breaks, but it's about a heck of a lot more than that.",53,34_2008,2,2,30038,30132,,"{""O"": 2, ""Claim"": 21}",Claim,"And we're not giving oil companies tax breaks, but it's about a heck of a lot more than that.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,1734.08,1738.8,clip_218
219,219,6243,Energy independence is the key to America's future.,53,34_2008,3,3,30132,30184,,"{""Claim"": 9, ""O"": 1}",Claim,Energy independence is the key to America's future.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,1738.8,1741.68,clip_219
221,221,6245,"Well, as the nation's only Arctic state and being the governor of that state, Alaska feels and sees impacts of climate change more so than any other state.",55,34_2008,1,1,30434,30590,,"{""O"": 4, ""Premise"": 14, ""Claim"": 14}",Premise,"Well, as the nation's only Arctic state and being the governor of that state, Alaska feels and sees impacts of climate change more so than any other state.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Mixed,1755.12,1764.6,clip_221
222,222,6246,And we know that it's real.I'm not one to attribute every man -- activity of man to the changes in the climate.,55,34_2008,2,2,30590,30702,,"{""O"": 19, ""Claim"": 6}",O,And we know that it's real.I'm not one to attribute every man -- activity of man to the changes in the climate.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Mixed,1764.6,1772.8,clip_222
223,223,6247,"There is something to be said also for man's activities, but also for the cyclical temperature changes on our planet.",55,34_2008,3,3,30702,30820,,"{""Claim"": 22, ""O"": 1}",Claim,"There is something to be said also for man's activities, but also for the cyclical temperature changes on our planet.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,1772.8,1780.0,clip_223
224,224,6248,But there are real changes going on in our climate.,55,34_2008,4,4,30820,30872,,"{""Claim"": 10, ""O"": 1}",Claim,But there are real changes going on in our climate.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,1780.0,1784.12,clip_224
225,225,6249,And I don't want to argue about the causes.,55,34_2008,5,5,30872,30916,,"{""O"": 11}",O,And I don't want to argue about the causes.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,O,1784.12,1786.44,clip_225
226,226,6250,"What I want to argue about is, how are we going to get there to positively affect the impacts?",55,34_2008,6,6,30916,31011,,"{""O"": 21}",O,"What I want to argue about is, how are we going to get there to positively affect the impacts?",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,O,1786.44,1792.6,clip_226
227,227,6251,We have got to clean up this planet.,55,34_2008,7,7,31011,31048,,"{""Claim"": 8, ""O"": 1}",Claim,We have got to clean up this planet.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,1792.6,1794.72,clip_227
228,228,6252,"We have got to encourage other nations also to come along with us with the impacts of climate change, what we can do about that.",55,34_2008,8,8,31048,31177,,"{""Claim"": 19, ""O"": 8}",Claim,"We have got to encourage other nations also to come along with us with the impacts of climate change, what we can do about that.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,1794.72,1802.64,clip_228
229,229,6253,"As governor, I was the first governor to form a climate change sub-cabinet to start dealing with the impacts.",55,34_2008,9,9,31177,31287,,"{""O"": 4, ""Premise"": 17}",Premise,"As governor, I was the first governor to form a climate change sub-cabinet to start dealing with the impacts.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Premise,1802.64,1808.88,clip_229
230,230,6254,We've got to reduce emissions.,55,34_2008,10,10,31287,31318,,"{""Claim"": 6, ""O"": 1}",Claim,We've got to reduce emissions.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,1808.88,1810.56,clip_230
231,231,6255,"John McCain is right there with an ""all of the above"" approach to deal with climate change impacts.",55,34_2008,11,11,31318,31418,,"{""Premise"": 20, ""O"": 1}",Premise,"John McCain is right there with an ""all of the above"" approach to deal with climate change impacts.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Premise,1810.56,1815.72,clip_231
232,232,6256,We've got to become energy independent for that reason.,55,34_2008,12,12,31418,31474,,"{""Claim"": 10, ""O"": 1}",Claim,We've got to become energy independent for that reason.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,1815.72,1818.96,clip_232
233,233,6257,"Also as we rely more and more on other countries that don't care as much about the climate as we do, we're allowing them to produce and to emit and even pollute more than America would ever stand for.",55,34_2008,13,13,31474,31675,,"{""O"": 2, ""Premise"": 41}",Premise,"Also as we rely more and more on other countries that don't care as much about the climate as we do, we're allowing them to produce and to emit and even pollute more than America would ever stand for.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Premise,1818.96,1831.12,clip_233
234,234,6258,"So even in dealing with climate change, it's all the more reason that we have an ""all of the above"" approach, tapping into alternative sources of energy and conserving fuel, conserving our petroleum products and our hydrocarbons so that we can clean up this planet and deal with climate change.",55,34_2008,14,14,31675,31970,,"{""O"": 2, ""Claim"": 42, ""Premise"": 13}",Claim,"So even in dealing with climate change, it's all the more reason that we have an ""all of the above"" approach, tapping into alternative sources of energy and conserving fuel, conserving our petroleum products and our hydrocarbons so that we can clean up this planet and deal with climate change.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Mixed,1831.12,1846.96,clip_234
235,235,6259,"BIDEN: Well, I think it is manmade.",57,34_2008,0,0,32038,32074,,"{""O"": 5, ""Claim"": 5}",O," Well, I think it is manmade.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Mixed,1850.92,1852.72,clip_235
236,236,6260,I think it's clearly manmade.,57,34_2008,1,1,32074,32104,,"{""Claim"": 6, ""O"": 1}",Claim,I think it's clearly manmade.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,1852.72,1854.28,clip_236
237,237,6261,"And, look, this probably explains the biggest fundamental difference between John McCain and Barack Obama and Sarah Palin and Joe Biden -- Governor Palin and Joe Biden.If you don't understand what the cause is, it's virtually impossible to come up with a solution.",57,34_2008,2,2,32104,32369,,"{""Claim"": 28, ""Premise"": 20, ""O"": 1}",Claim,"And, look, this probably explains the biggest fundamental difference between John McCain and Barack Obama and Sarah Palin and Joe Biden -- Governor Palin and Joe Biden.If you don't understand what the cause is, it's virtually impossible to come up with a solution.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Mixed,1854.28,1868.72,clip_237
238,238,6262,We know what the cause is.,57,34_2008,3,3,32369,32396,,"{""Claim"": 6, ""O"": 1}",Claim,We know what the cause is.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,1868.72,1870.52,clip_238
239,239,6263,The cause is manmade.,57,34_2008,4,4,32396,32418,,"{""Claim"": 4, ""O"": 1}",Claim,The cause is manmade.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,1870.52,1872.28,clip_239
240,240,6264,That's the cause.,57,34_2008,5,5,32418,32436,,"{""Claim"": 4, ""O"": 1}",Claim,That's the cause.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,1872.28,1873.68,clip_240
241,241,6265,That's why the polar icecap is melting.,57,34_2008,6,6,32436,32476,,"{""Claim"": 8, ""O"": 1}",Claim,That's why the polar icecap is melting.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,1873.68,1875.44,clip_241
242,242,6266,"Now, let's look at the facts.",57,34_2008,7,7,32476,32506,,"{""O"": 9}",O,"Now, let's look at the facts.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,O,1875.44,1877.4,clip_242
243,243,6267,We have 3 percent of the world's oil reserves.,57,34_2008,8,8,32506,32553,,"{""Premise"": 10, ""O"": 1}",Premise,We have 3 percent of the world's oil reserves.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,1877.4,1880.56,clip_243
244,244,6268,We consume 25 percent of the oil in the world.,57,34_2008,9,9,32553,32600,,"{""Premise"": 10, ""O"": 1}",Premise,We consume 25 percent of the oil in the world.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,1880.56,1884.44,clip_244
245,245,6269,"John McCain has voted 20 times in the last decade-and-a-half against funding alternative energy sources, clean energy sources, wind, solar, biofuels.",57,34_2008,10,10,32600,32750,,"{""Premise"": 25, ""O"": 1}",Premise,"John McCain has voted 20 times in the last decade-and-a-half against funding alternative energy sources, clean energy sources, wind, solar, biofuels.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,1884.44,1895.8,clip_245
246,246,6270,The way in which we can stop the greenhouse gases from emitting.,57,34_2008,11,11,32750,32815,,"{""Premise"": 12, ""O"": 1}",Premise,The way in which we can stop the greenhouse gases from emitting.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,1895.8,1899.88,clip_246
247,247,6271,"We believe -- Barack Obama believes by investing in clean coal and safe nuclear, we can not only create jobs in wind and solar here in the United States, we can export it.",57,34_2008,12,12,32815,32987,,"{""O"": 5, ""Claim"": 31}",Claim,"We believe -- Barack Obama believes by investing in clean coal and safe nuclear, we can not only create jobs in wind and solar here in the United States, we can export it.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,1899.88,1909.44,clip_247
248,248,6272,China is building one to three new coal-fired plants burning dirty coal per week.,57,34_2008,13,13,32987,33069,,"{""Premise"": 14, ""O"": 1}",Premise,China is building one to three new coal-fired plants burning dirty coal per week.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,1909.44,1916.04,clip_248
249,249,6273,It's polluting not only the atmosphere but the West Coast of the United States.,57,34_2008,14,14,33069,33149,,"{""Premise"": 15, ""O"": 1}",Premise,It's polluting not only the atmosphere but the West Coast of the United States.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,1916.04,1920.04,clip_249
250,250,6274,We should export the technology by investing in clean coal technology.,57,34_2008,15,15,33149,33220,,"{""Claim"": 11, ""O"": 1}",Claim,We should export the technology by investing in clean coal technology.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,1920.04,1924.92,clip_250
251,251,6275,We should be creating jobs.,57,34_2008,16,16,33220,33248,,"{""Claim"": 5, ""O"": 1}",Claim,We should be creating jobs.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,1924.92,1926.52,clip_251
252,252,6276,"John McCain has voted 20 times against funding alternative energy sources and thinks, I guess, the only answer is drill, drill, drill.",57,34_2008,17,17,33248,33383,,"{""Premise"": 23, ""O"": 4}",Premise,"John McCain has voted 20 times against funding alternative energy sources and thinks, I guess, the only answer is drill, drill, drill.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,1926.52,1936.6,clip_252
253,253,6277,"Drill we must, but it will take 10 years for one drop of oil to come out of any of the wells that are going to begun to be drilled.",57,34_2008,18,18,33383,33515,,"{""Claim"": 3, ""O"": 2, ""Premise"": 27}",Premise,"Drill we must, but it will take 10 years for one drop of oil to come out of any of the wells that are going to begun to be drilled.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Mixed,1936.6,1943.64,clip_253
254,254,6278,"In the meantime, we're all going to be in real trouble.",57,34_2008,19,19,33515,33571,,"{""Claim"": 13, ""O"": 1}",Claim,"In the meantime, we're all going to be in real trouble.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,1943.64,1946.04,clip_254
255,255,6279,BIDEN: I have always supported it.,59,34_2008,0,0,33775,33810,,"{""O"": 3, ""Claim"": 5}",Claim, I have always supported it.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,1956.08,1957.12,clip_255
256,256,6280,That's a fact.,59,34_2008,1,1,33810,33825,,"{""Claim"": 4, ""O"": 1}",Claim,That's a fact.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,1957.12,1957.84,clip_256
257,257,6281,"PALIN: Yes, Senator McCain does support this.",61,34_2008,0,0,33904,33950,,"{""O"": 3, ""Claim"": 7}",Claim," Yes, Senator McCain does support this.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,1960.48,1963.2,clip_257
258,258,6282,"The chant is ""drill, baby, drill.""",61,34_2008,1,1,33950,33985,,"{""Claim"": 9, ""O"": 2}",Claim,"The chant is ""drill, baby, drill.""",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,1963.2,1965.56,clip_258
259,259,6283,And that's what we hear all across this country in our rallies because people are so hungry for those domestic sources of energy to be tapped into.,61,34_2008,2,2,33985,34133,,"{""O"": 2, ""Claim"": 12, ""Premise"": 15}",Premise,And that's what we hear all across this country in our rallies because people are so hungry for those domestic sources of energy to be tapped into.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Mixed,1965.56,1973.68,clip_259
260,260,6284,"They know that even in my own energy-producing state we have billions of barrels of oil and hundreds of trillions of cubic feet of clean, green natural gas.",61,34_2008,3,3,34133,34290,,"{""Premise"": 29, ""O"": 1}",Premise,"They know that even in my own energy-producing state we have billions of barrels of oil and hundreds of trillions of cubic feet of clean, green natural gas.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Premise,1973.68,1982.76,clip_260
261,261,6285,"And we're building a nearly $40 billion natural gas pipeline which is North America's largest and most you expensive infrastructure project ever to flow those sources of energy into hungry markets.Barack Obama and Senator Biden, you've said no to everything in trying to find a domestic solution to the energy crisis that we're in.",61,34_2008,4,4,34290,34622,,"{""Premise"": 33, ""Claim"": 27, ""O"": 1}",Premise,"And we're building a nearly $40 billion natural gas pipeline which is North America's largest and most you expensive infrastructure project ever to flow those sources of energy into hungry markets.Barack Obama and Senator Biden, you've said no to everything in trying to find a domestic solution to the energy crisis that we're in.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Mixed,1982.76,2000.8,clip_261
262,262,6286,"You even called drilling -- safe, environmentally-friendly drilling offshore as raping the outer continental shelf.",61,34_2008,5,5,34622,34738,,"{""Premise"": 16, ""O"": 1}",Premise,"You even called drilling -- safe, environmentally-friendly drilling offshore as raping the outer continental shelf.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Premise,2000.8,2009.08,clip_262
263,263,6287,"There -- with new technology, with tiny footprints even on land, it is safe to drill and we need to do more of that.",61,34_2008,6,6,34738,34855,,"{""Claim"": 26, ""O"": 1}",Claim,"There -- with new technology, with tiny footprints even on land, it is safe to drill and we need to do more of that.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,2009.08,2015.28,clip_263
264,264,6288,"But also in that ""all of the above"" approach that Senator McCain supports, the alternative fuels will be tapped into: the nuclear, the clean coal.",61,34_2008,7,7,34855,35002,,"{""Claim"": 30, ""O"": 1}",Claim,"But also in that ""all of the above"" approach that Senator McCain supports, the alternative fuels will be tapped into: the nuclear, the clean coal.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,2015.28,2023.04,clip_264
265,265,6289,I was surprised to hear you mention that because you had said that there isn't anything -- such a thing as clean coal.,61,34_2008,8,8,35002,35121,,"{""Claim"": 8, ""Premise"": 16, ""O"": 1}",Premise,I was surprised to hear you mention that because you had said that there isn't anything -- such a thing as clean coal.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Mixed,2023.04,2028.52,clip_265
266,266,6290,"And I think you said it in a rope line, too, at one of your rallies.",61,34_2008,9,9,35121,35190,,"{""O"": 2, ""Premise"": 17}",Premise,"And I think you said it in a rope line, too, at one of your rallies.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Premise,2028.52,2031.12,clip_266
267,267,6291,PALIN: I do.,63,34_2008,0,0,35314,35327,,"{""O"": 3, ""Claim"": 2}",O, I do.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,O,2036.76,2037.44,clip_267
270,270,6294,Absolutely we do.,65,34_2008,1,1,35394,35412,,"{""O"": 4}",O,Absolutely we do.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,O,2040.08,2040.92,clip_270
271,271,6295,"We call for setting hard targets, number one...",65,34_2008,2,2,35412,35460,,"{""O"": 10}",O,"We call for setting hard targets, number one...",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,O,2040.92,2043.56,clip_271
272,272,6296,"BIDEN: Oh, I'm sorry.",67,34_2008,0,0,35481,35503,,"{""O"": 8}",O," Oh, I'm sorry.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,O,2044.04,2044.96,clip_272
273,273,6297,"BIDEN: Oh, on clean coal.",69,34_2008,0,0,35527,35553,,"{""O"": 8}",O," Oh, on clean coal.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,O,2045.52,2046.68,clip_273
274,274,6298,"My record, just take a look at the record.",69,34_2008,1,1,35553,35596,,"{""O"": 11}",O,"My record, just take a look at the record.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,O,2046.68,2048.24,clip_274
275,275,6299,My record for 25 years has supported clean coal technology.,69,34_2008,2,2,35596,35656,,"{""Claim"": 10, ""O"": 1}",Claim,My record for 25 years has supported clean coal technology.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,2048.24,2051.6,clip_275
276,276,6300,A comment made in a rope line was taken out of context.,69,34_2008,3,3,35656,35712,,"{""Claim"": 12, ""O"": 1}",Claim,A comment made in a rope line was taken out of context.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,2051.6,2054.4,clip_276
277,277,6301,"I was talking about exporting that technology to China so when they burn their dirty coal, it won't be as dirty, it will be clean.But here's the bottom line, Gwen: How do we deal with global warming with continued addition to carbon emissions?",69,34_2008,4,4,35712,35956,,"{""Claim"": 9, ""Premise"": 19, ""O"": 22}",O,"I was talking about exporting that technology to China so when they burn their dirty coal, it won't be as dirty, it will be clean.But here's the bottom line, Gwen: How do we deal with global warming with continued addition to carbon emissions?",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Mixed,2054.4,2068.6,clip_277
278,278,6302,"And if the only answer you have is oil, and John -- and the governor says John is for everything.",69,34_2008,5,5,35956,36054,,"{""O"": 15, ""Premise"": 7}",O,"And if the only answer you have is oil, and John -- and the governor says John is for everything.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Mixed,2068.6,2073.84,clip_278
279,279,6303,"Well, why did John vote 20 times?",69,34_2008,6,6,36054,36088,,"{""O"": 9}",O,"Well, why did John vote 20 times?",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,O,2073.84,2076.04,clip_279
280,280,6304,Maybe he's for everything as long as it's not helped forward by the government.,69,34_2008,7,7,36088,36168,,"{""Claim"": 16, ""O"": 1}",Claim,Maybe he's for everything as long as it's not helped forward by the government.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,2076.04,2079.92,clip_280
281,281,6305,Maybe he's for everything if the free market takes care of it.,69,34_2008,8,8,36168,36231,,"{""Claim"": 13, ""O"": 1}",Claim,Maybe he's for everything if the free market takes care of it.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,2079.92,2082.84,clip_281
282,282,6306,I don't know.,69,34_2008,9,9,36231,36245,,"{""O"": 5}",O,I don't know.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,O,2082.84,2083.44,clip_282
283,283,6307,But he voted 20 times against funding alternative energy sources.,69,34_2008,10,10,36245,36311,,"{""Premise"": 10, ""O"": 1}",Premise,But he voted 20 times against funding alternative energy sources.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,2083.44,2086.56,clip_283
285,285,6309,Do I support granting same-sex benefits?,71,34_2008,1,1,36509,36550,,"{""O"": 7}",O,Do I support granting same-sex benefits?,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,O,2096.8,2098.88,clip_285
286,286,6310,Absolutely positively.,71,34_2008,2,2,36550,36573,,"{""Claim"": 2, ""O"": 1}",Claim,Absolutely positively.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,2098.88,2100.04,clip_286
287,287,6311,"Look, in an Obama-Biden administration, there will be absolutely no distinction from a constitutional standpoint or a legal standpoint between a same-sex and a heterosexual couple.The fact of the matter is that under the Constitution we should be granted -- same-sex couples should be able to have visitation rights in the hospitals, joint ownership of property, life insurance policies, et cetera.",71,34_2008,3,3,36573,36972,,"{""O"": 3, ""Claim"": 64}",Claim,"Look, in an Obama-Biden administration, there will be absolutely no distinction from a constitutional standpoint or a legal standpoint between a same-sex and a heterosexual couple.The fact of the matter is that under the Constitution we should be granted -- same-sex couples should be able to have visitation rights in the hospitals, joint ownership of property, life insurance policies, et cetera.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,2100.04,2124.96,clip_287
288,288,6312,That's only fair.,71,34_2008,4,4,36972,36990,,"{""Claim"": 4, ""O"": 1}",Claim,That's only fair.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,2124.96,2126.4,clip_288
289,289,6313,It's what the Constitution calls for.,71,34_2008,5,5,36990,37028,,"{""Premise"": 7, ""O"": 1}",Premise,It's what the Constitution calls for.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,2126.4,2128.0,clip_289
290,290,6314,And so we do support it.,71,34_2008,6,6,37028,37053,,"{""O"": 2, ""Claim"": 5}",Claim,And so we do support it.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,2128.0,2129.6,clip_290
291,291,6315,"We do support making sure that committed couples in a same-sex marriage are guaranteed the same constitutional benefits as it relates to their property rights, their rights of visitation, their rights to insurance, their rights of ownership as heterosexual couples do.",71,34_2008,7,7,37053,37322,,"{""Claim"": 44, ""O"": 1}",Claim,"We do support making sure that committed couples in a same-sex marriage are guaranteed the same constitutional benefits as it relates to their property rights, their rights of visitation, their rights to insurance, their rights of ownership as heterosexual couples do.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,2129.6,2146.44,clip_291
292,292,6316,"PALIN: Well, not if it goes closer and closer towards redefining the traditional definition of marriage between one man and one woman.",73,34_2008,0,0,37416,37551,,"{""O"": 5, ""Claim"": 20}",Claim," Well, not if it goes closer and closer towards redefining the traditional definition of marriage between one man and one woman.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,2150.32,2157.56,clip_292
293,293,6317,"And unfortunately that's sometimes where those steps lead.But I also want to clarify, if there's any kind of suggestion at all from my answer that I would be anything but tolerant of adults in America choosing their partners, choosing relationships that they deem best for themselves, you know, I am tolerant and I have a very diverse family and group of friends and even within that group you would see some who may not agree with me on this issue, some very dear friends who don't agree with me on this issue.",73,34_2008,1,1,37551,38063,,"{""O"": 9, ""Claim"": 50, ""Premise"": 42}",Claim,"And unfortunately that's sometimes where those steps lead.But I also want to clarify, if there's any kind of suggestion at all from my answer that I would be anything but tolerant of adults in America choosing their partners, choosing relationships that they deem best for themselves, you know, I am tolerant and I have a very diverse family and group of friends and even within that group you would see some who may not agree with me on this issue, some very dear friends who don't agree with me on this issue.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Mixed,2157.56,2189.24,clip_293
